group,n,d_SD,d_UN,d_BE,d_TR,d_CO,d_SE,d_PO,d_AC,d_HE,d_ST,dim_openness,dim_transcendence,dim_conservation,dim_enhancement,group_order,cntry,variable,var_label
Medium (4-6),403,0.5482059486743721,0.6160163861270671,0.8552400615843,0.003550961512879974,-0.497695581748553,0.2600126048539475,-0.9772448702653698,-0.6487772485352481,0.24479547877398097,-0.7347481195696052,0.019417769292915964,0.7356282238556836,-0.07765382387095791,-0.8130110594003088,1,CH,religiosity,Religiosity
High (7-10),417,0.539669916644294,0.6755113590338423,0.8966023038375016,0.2504678719419069,-0.4843080199536024,0.24247436661259386,-1.0755376406842265,-0.6835021277344474,0.0787966949186951,-0.7794357287416595,-0.053656372392890124,0.786056831435672,0.0028780728669661505,-0.879519884209337,2,CH,religiosity,Religiosity
15-29,63,0.4199061661989397,0.25786752752167186,0.33918639529225547,-0.0968693651873507,-0.4084018055529631,0.3455198568530922,-0.75460927424549,-0.21735377764464006,0.03565204515119191,-0.039049415095725896,0.13883626541813526,0.2985269614069637,-0.05325043796240717,-0.48598152594506494,0,CY,age,Age group
30-44,141,0.40545477943020053,0.5209123014908693,0.5872370787023549,0.11935320356972487,-0.4588999299001814,0.6063431584847971,-0.8393134893245151,-0.4140691180224674,-0.4153431996908677,-0.398817524910512,-0.13623531505705974,0.554074690096612,0.08893214405144689,-0.6266913036734914,1,CY,age,Age group
45-59,155,0.43987121976523025,0.5578454974988161,0.6197800984117866,0.31057934869337817,-0.3151343172273663,0.7365148777307481,-0.9176008237938371,-0.5953547136503045,-0.48019729296609326,-0.6356351681463631,-0.2253204137824087,0.5888127979553014,0.24398663639891996,-0.7564777687220708,2,CY,age,Age group
60-74,180,0.37817185509616535,0.6677136814796766,0.8150410873772337,0.5937243346002926,-0.04795997580537333,1.066359220344669,-1.1820565532572824,-0.860609565387445,-0.7216661289113707,-1.060580446073537,-0.4680249066295809,0.7413773844284551,0.5373745263798628,-1.021333059322364,3,CY,age,Age group
75+,112,0.29382146485131033,0.5643798139573161,0.7198135680532092,0.6601757409383298,0.06661601447683281,0.9664221870778509,-0.8708818324058101,-0.6925002443828753,-0.9607665644214439,-1.042483435789545,-0.5698095117865596,0.6420966910052627,0.5644046474976713,-0.7816910383943428,4,CY,age,Age group
City & suburbs,293,0.40716448265056043,0.5117271575058769,0.6689114314366088,0.24315493137042418,-0.3254514801328027,0.6764375824519938,-0.9029655181043807,-0.5845443952160001,-0.4400061484702803,-0.5063049510383979,-0.17971553895270598,0.5903192944712429,0.19804701122987178,-0.7437549566601904,0,CY,domicil,Urbanisation
Town,169,0.4051921146112492,0.5806709225609417,0.5474535334206475,0.3230739392333381,-0.1529201933549742,0.7404421209579792,-1.0021735800699003,-0.5561445963638036,-0.364447966922552,-0.8133680853434787,-0.2575413125515938,0.5640622279907946,0.3035319556121143,-0.779159088216852,1,CY,domicil,Urbanisation
Village / rural,202,0.38173579137355856,0.483288073327222,0.5904377588956106,0.37470814330392826,-0.2593083072817564,0.8124685773074243,-0.8854097923302712,-0.5234185221481003,-0.6256182628676631,-0.620252300057697,-0.28804492385060054,0.5368629161114161,0.3092894711098655,-0.7044141572391858,2,CY,domicil,Urbanisation
Low (<12 yrs),186,0.3274113937175606,0.4946357414334723,0.6459146042335019,0.5952263596636772,-0.17138212322590127,0.8842784896511853,-0.9800591131003438,-0.6247793715464783,-0.5833727165908502,-0.852235966179975,-0.36939909635108825,0.5702751728334869,0.4360409086963204,-0.8024192423234111,0,CY,education,Education
Medium (12-15 yrs),271,0.34962338308505236,0.529217457053859,0.6555427912854405,0.31529279132360355,-0.16525649049587238,0.7619800287637913,-0.9540530937908039,-0.6108280985336126,-0.507112988896789,-0.641553818208852,-0.26634780800686286,0.5923801241696499,0.30400544319717415,-0.7824405961622083,1,CY,education,Education
High (16+ yrs),195,0.5059568248326819,0.5359655185754177,0.5419996783310357,0.07646056525121468,-0.42344323694920727,0.5954303030628451,-0.8719653139765778,-0.4497920233465518,-0.3617916369978215,-0.42063070739286734,-0.09215517318600233,0.5389825984532267,0.08281587712161755,-0.6608786686615649,2,CY,education,Education
Men,302,0.4070673963777216,0.4796475837799557,0.4905083470310605,0.2137094198078356,-0.13754396836956684,0.5929943042265166,-0.8172717817187776,-0.5275904170834942,-0.4709299880324374,-0.48346925321149403,-0.18244394828873667,0.485077965405508,0.22305325188826175,-0.6724310994011359,0,CY,gender,Gender
Women,363,0.3906826793233291,0.5621683420563967,0.7300177243790668,0.392240740805382,-0.3769799119826748,0.8738687783248255,-1.0273125520515929,-0.588075238886162,-0.4820998955149939,-0.7585295752235343,-0.28331559713839966,0.6460930332177317,0.2963765357158442,-0.8076938954688774,1,CY,gender,Gender
Low (0-3),81,0.633026647460875,0.5458854669254365,0.721479502045993,-0.27697525233917636,-0.6781625920790612,0.63478566550028,-0.7427111273718197,-0.5484242771141311,-0.4095870378995202,-0.16742237943945557,0.01867241004063306,0.6336824844857147,-0.10678405963931913,-0.6455677022429753,0,CY,religiosity,Religiosity
Medium (4-6),172,0.466085166388229,0.5095507451050225,0.6330755385395164,0.30932614996336266,-0.31865092043631027,0.7345435549219193,-0.9736887375093211,-0.5815229170057747,-0.40206820378563946,-0.636332900755435,-0.19077197938428178,0.5713131418222693,0.24173959481632387,-0.7776058272575478,1,CY,religiosity,Religiosity
High (7-10),409,0.31874685314960804,0.5212287167882166,0.5791396464289296,0.421722882420778,-0.14189551096324085,0.7562642008714501,-0.9395695643371266,-0.5517546553986001,-0.525871759271109,-0.7065529114053073,-0.30455927250893605,0.5501841816085731,0.34536385744299575,-0.7456621098678634,2,CY,religiosity,Religiosity
15-29,421,0.5301347598359817,0.5721319264840343,0.8878161687173932,-0.5412754374654427,-0.6716188547743489,0.13265622888388048,-0.9215817935167667,-0.30994460472951424,0.3921620377412333,-0.3489532367965374,0.19111452026022585,0.7299740476007138,-0.36007935445197037,-0.6157631991231405,0,DE,age,Age group
30-44,530,0.5493522508489797,0.6731786534387325,1.0141079716199946,-0.07546983914646355,-0.47218525123015825,0.4602553987149308,-1.048935180299599,-0.629894594386841,-0.011130678788684782,-0.7782472541337623,-0.08000856069115586,0.8436433125293636,-0.029133230553897025,-0.83941488734322,1,DE,age,Age group
45-59,576,0.6405129342131052,0.82024928465057,1.0674852536336006,0.10818733614716586,-0.46861846572930654,0.5208075414920773,-1.2209335086171358,-0.783069570244224,-0.09788073930140054,-1.0309701341058373,-0.16277931306471083,0.9438672691420854,0.05345880396997888,-1.0020015394306798,2,DE,age,Age group
60-74,606,0.6660134024348169,0.8942004177687677,1.0183931094816747,0.14678484722094787,-0.3594582499573838,0.5716820618932915,-1.3165962341589306,-0.8929751747571724,-0.05057398551283077,-1.1017771277075554,-0.16211257026185644,0.9562967636252211,0.12047710642074755,-1.1047857044580514,3,DE,age,Age group
75+,243,0.47632074109440165,0.7825222250713711,0.908359106107653,0.37614896272986476,0.16511850701769532,0.7135079651565622,-1.443556533086422,-1.0286652811145796,-0.12213030023177535,-1.199477076050445,-0.2817622117292728,0.8454406655895123,0.4182584783013741,-1.2361109071005008,4,DE,age,Age group
City & suburbs,727,0.6209487753687263,0.7951988956363468,0.9440948448151452,-0.23221779767262601,-0.4811096960523648,0.38301624345168045,-1.1190855389391252,-0.6989635922725423,0.1127786909734855,-0.7385196619215497,-0.0015973985264459366,0.8696468702257462,-0.11010375009110344,-0.9090245656058339,0,DE,domicil,Urbanisation
Town,759,0.6112129378551753,0.7564327243683204,0.9815550392557695,-0.0932546582452485,-0.4323191488134783,0.5088156060382905,-1.1237284991599188,-0.6605309499017711,-0.006853660811745613,-0.907822748618304,-0.1011544905249581,0.8689938818120451,-0.004936369886779115,-0.892129724530845,1,DE,domicil,Urbanisation
Village / rural,893,0.546609028937356,0.71420993770755,1.0329621229445023,0.16909843682194908,-0.371381086870268,0.47333015398916967,-1.2354656968294357,-0.7436223610149182,0.0001469411964139462,-0.924685857627441,-0.12597662916455707,0.8735860303260261,0.09034916798028358,-0.989544028922177,2,DE,domicil,Urbanisation
Low (<12 yrs),373,0.41736859436198304,0.603209423810573,0.9379546845099483,0.037853595865916946,-0.21696157013541928,0.6142547662429974,-1.093006566958626,-0.6985386305206343,-0.030858112883492193,-0.8426566608605787,-0.15204872646069592,0.7705820541602607,0.14504893065783167,-0.8957725987396301,0,DE,education,Education
Medium (12-15 yrs),1190,0.6150590105443275,0.739793119295562,0.9974200599043311,0.01385495258004883,-0.41492850670936815,0.5589257128505503,-1.255040745013458,-0.7764041752164282,0.059127462572569095,-0.9020822698189249,-0.07596526556734283,0.8686065895999466,0.05305764484144613,-1.015722460114943,1,DE,education,Education
High (16+ yrs),812,0.6954461168970878,0.911270677514657,1.02577208965548,-0.18584831517698885,-0.6288026144431251,0.14224562089377588,-1.0831850506359146,-0.5883430370807609,0.052270518460514476,-0.8129678769317973,-0.02175041385806496,0.9685213835850686,-0.2241351029087794,-0.8357640438583378,2,DE,education,Education
Men,1192,0.5667069877977216,0.6117278917489563,0.8772944790284254,-0.029832995795393984,-0.3682872908591992,0.3744752980469836,-1.066476130894584,-0.5748534745681778,0.09710736362821688,-0.7892082333118103,-0.041797960628623995,0.7445111853886908,-0.007881662869203209,-0.8206648027313808,0,DE,gender,Gender
Women,1189,0.6112160792889293,0.8875046667826265,1.0978018621486278,-0.045043169169979864,-0.4786711664162076,0.5395615532625498,-1.2593087427217797,-0.8262067406642142,-0.028959631822261488,-0.9350736486684068,-0.11760573373391307,0.9926532644656272,0.005712829727520196,-1.042757741692997,1,DE,gender,Gender
Berlin,81,0.5977793695518533,0.832313001677493,0.9106015396991136,-0.22867479815035785,-0.4790372500389006,0.4171281153688638,-1.2065922924065533,-0.7002618262045586,0.09950892753136845,-0.6603939247744075,0.012298124102938046,0.8714572706883033,-0.09686131094013158,-0.9534270593055558,0,DE,region_block,East / West (Germany)
East Germany,340,0.5222861158404262,0.7001876455857601,0.9324957782375523,0.0990285023397048,-0.4358337989851783,0.5696495579519995,-1.300021075441944,-0.6805996987957871,0.20098312197178708,-0.9432695661252718,-0.07333344277101951,0.816341711911656,0.07864910988387336,-0.9903103871188653,1,DE,region_block,East / West (Germany)
West Germany,1960,0.6071103243710483,0.7610462238519009,1.010316576728001,-0.0622814735329766,-0.4177817058152014,0.43094758378420134,-1.1249927059151779,-0.7090642160139385,-0.017283750649346005,-0.8550528713244162,-0.08840876586757138,0.8856814002899508,-0.016371865187992267,-0.9170284609645584,2,DE,region_block,East / West (Germany)
Low (0-3),1126,0.6639429766447081,0.7521203830177441,0.9732670862531663,-0.21245578176375687,-0.5312115149426351,0.4556643667807628,-1.1532541078310576,-0.6948459432283145,0.1636557041214547,-0.7764497624850881,0.0170496394270249,0.8626937346354552,-0.09600097664187639,-0.9240500255296861,0,DE,religiosity,Religiosity
Medium (4-6),664,0.5039283871850311,0.7081242048148715,0.9558638328281783,0.024784885859360284,-0.40696906500198204,0.4756129359883789,-1.1610244692865535,-0.6685250013333632,0.04501540173274952,-0.8297378152491169,-0.09359800877711207,0.8319940188215248,0.031142918948585722,-0.9147747353099585,1,DE,religiosity,Religiosity
High (7-10),587,0.5300099389743803,0.7932402584897743,1.0499679506775526,0.2348770633270652,-0.23783263911762448,0.4514399419509479,-1.1918072531958754,-0.7522887184966152,-0.22506358886201006,-1.0640668925495818,-0.2530401808124039,0.9216041045836635,0.15017290302661243,-0.9720479858462453,2,DE,religiosity,Religiosity
15-29,186,0.36548351768849074,0.3866197247842105,0.6503935404193018,-0.2573389659868602,-0.538424792998633,0.27683145438205703,-0.9490056811901016,-0.36305476309011,0.30459998832045176,-0.06920557677566928,0.20029264307775776,0.5185066326017561,-0.17297743486781206,-0.6587079074046102,0,EE,age,Age group
30-44,306,0.5925499051723265,0.5857393444335479,0.6859165857956627,-0.17526718774825048,-0.4888514071943271,0.3185861838914712,-1.0305095228756667,-0.4767178240965492,0.07832864108066392,-0.3799481804684466,0.096976788594848,0.6358279651146053,-0.1151774703503688,-0.7536136734861079,1,EE,age,Age group
45-59,365,0.56309814506415,0.6547087883017075,0.6971363655510562,0.063484066083674,-0.2755356916967342,0.5790642836410433,-1.0924138231975815,-0.7738648152396984,-0.14932900455378115,-0.5860063523374609,-0.05741240394236403,0.6759225769263819,0.12233755267599437,-0.9331393192186399,2,EE,age,Age group
60-74,307,0.4402883097955716,0.7286558224332494,0.8173874468677802,0.4950573397636335,0.013389164227425537,0.7916969098581705,-1.4559712138702108,-1.064866464934987,-0.33319045132414193,-0.7814068920345151,-0.22476967785436183,0.773021634650515,0.4333811379497432,-1.2604188394025988,3,EE,age,Age group
75+,113,0.34218489372169625,0.7744492766076106,0.7312671443985018,0.660655617167663,0.362157110533107,0.8619847570331292,-1.6547232073341835,-1.0677401771982598,-0.42651878719092584,-0.9377068991170304,-0.3391585165066273,0.7528582105030561,0.6282658282446331,-1.3612316922662215,4,EE,age,Age group
City & suburbs,562,0.5241928629977428,0.6119205655287999,0.6655118403700917,-0.03003780765630071,-0.362692071539743,0.48758246562118784,-1.1176379058145642,-0.621671176008568,-0.01607864590563951,-0.4398798883482586,0.022870603531951226,0.6387162029494458,0.031617528808381395,-0.870498489563286,0,EE,domicil,Urbanisation
Town,382,0.42036670304001467,0.6268707846960059,0.7674898506227722,0.10840973685672085,-0.1394586468320574,0.49174133731733755,-1.178870935749353,-0.701718417631019,-0.12131358629188148,-0.5855275552548879,-0.09549147950225154,0.697180317659389,0.15356414244733366,-0.9402946766901861,1,EE,domicil,Urbanisation
Village / rural,337,0.48987672141919353,0.6049183633686663,0.7359100824810499,0.27077153950279514,-0.2184995831712125,0.6504437549435964,-1.2861892689995553,-0.8724744773383505,-0.10935884651453213,-0.5465379291070295,-0.055340018067456025,0.6704142229248581,0.2342385704250597,-1.0793318731689527,2,EE,domicil,Urbanisation
Low (<12 yrs),295,0.34624613237461277,0.6019508221228408,0.7509515359483211,0.2799869853884271,-0.16581110720063738,0.6021788558608684,-1.2186256589248476,-0.7914311088782052,-0.11134720764788539,-0.5681239080117342,-0.11107499442833557,0.6764511790355809,0.23878491134955268,-1.0059993888073617,0,EE,education,Education
Medium (12-15 yrs),542,0.44758360961302573,0.5706296760592835,0.6969222276394361,0.10956280168438118,-0.24511076207920776,0.5478497092408946,-1.1381864282244845,-0.6939120424487282,-0.06286265309634559,-0.5149965799104189,-0.043425207797912924,0.6337759518493599,0.13743391628202264,-0.9160492353366063,1,EE,education,Education
High (16+ yrs),438,0.6564721583048037,0.6928226352128936,0.7113790507020976,-0.09643765250471575,-0.3481311207057027,0.4527701184647435,-1.232502626463592,-0.6793283807466003,-0.05436439523093474,-0.4537524885342761,0.04945175817986429,0.7021008429574955,0.0027337817514417207,-0.9559155036050964,2,EE,education,Education
Men,573,0.5286030851057355,0.4992576139121739,0.6101195407396003,-0.002806380055280425,-0.25437890243486144,0.3756306102403842,-0.9728362109999192,-0.5560281221129926,-0.049951238404268794,-0.42082733001106354,0.01927483889680102,0.5546885773258871,0.039481775916747446,-0.7652770285957172,0,EE,gender,Gender
Women,709,0.44316055387638925,0.7171012481663698,0.8082762392587143,0.18056446113808558,-0.25736003574321936,0.675683754989584,-1.369729605784337,-0.8544760783134082,-0.09454730948967471,-0.5951799682300682,-0.0820572514089141,0.7626887437125419,0.1996293934614834,-1.1121028420488723,1,EE,gender,Gender
Low (0-3),739,0.51268424154752,0.5773982729371233,0.7177083539870811,0.03330068275267584,-0.26318582257478557,0.47410910606699336,-1.1633896409917213,-0.7075216243405026,-0.00026943958396111103,-0.45873236912178156,0.017894144280592425,0.6475533134621022,0.08140798874829452,-0.935455632666112,0,EE,religiosity,Religiosity
Medium (4-6),318,0.467159444945458,0.59454692647221,0.660820492158926,0.09446084504086935,-0.2517163322987051,0.642830572109107,-1.1792504502583487,-0.6696852353080998,-0.13277536575179238,-0.5247667748562571,-0.06346089855419719,0.6276837093155682,0.16185836161709044,-0.9244678427832244,1,EE,religiosity,Religiosity
High (7-10),209,0.4150898469714385,0.754715809221248,0.7914727799632053,0.29329883363837383,-0.24768501569376658,0.5656775278485723,-1.2541656232009013,-0.8006942417602807,-0.2162924845918039,-0.6687406973077459,-0.15604475619385744,0.7730942945922267,0.20376378193105987,-1.027429932480591,2,EE,religiosity,Religiosity
15-29,332,0.5363044754504683,0.5071570407637935,0.8432182988743615,-0.14501876808541259,-0.6458273708387765,0.3567067876402739,-1.1961053948661828,-0.4768305523430413,0.2579777313433214,-0.28813910881582616,0.1687143659926545,0.6751876698190775,-0.1447131170946384,-0.836467973604612,0,ES,age,Age group
30-44,383,0.6031519669881166,0.797524295545832,0.9785754910183461,0.08876305784527455,-0.5138465348568035,0.5089674546198336,-1.4153681915588805,-0.8104802257274867,0.006893349588542226,-0.650619797898056,-0.013524827107132367,0.888049893282089,0.027961325869434894,-1.113124370295006,1,ES,age,Age group
45-59,499,0.5904720597473638,0.8584745528919808,0.9511336206297557,0.34095014440974397,-0.2536522393125819,0.5818363487461973,-1.404768479867036,-0.9681816410172893,-0.1566084404432792,-0.9768667746703499,-0.18100105178875517,0.9048040867608683,0.22304475128111978,-1.1864750604421628,2,ES,age,Age group
60-74,415,0.5612216822343189,0.9392306038511544,1.1368196938907302,0.48792956093840284,0.02934680850052109,0.8141143348929124,-1.4550516813808132,-1.2248694027530047,-0.4839680598877041,-1.292670433999537,-0.40513893721764077,1.0380251488709424,0.4437969014439455,-1.339960542066909,3,ES,age,Age group
75+,196,0.4134035824572716,0.7700467614819447,1.153686179065915,0.708323833563997,0.47414467622362744,0.9752044240915066,-1.2538685134426475,-1.0284137297059892,-0.995661030294436,-1.5846551626663365,-0.7223042035011671,0.9618664702739297,0.7192243112930439,-1.1411411215743184,4,ES,age,Age group
City & suburbs,529,0.5435930102214079,0.6978338730835192,0.8982068139095254,0.15375481144809922,-0.32882900804997045,0.5187952375385999,-1.2607964911308676,-0.7804446989885074,-0.1025813597901198,-0.6844814040151106,-0.08115658452794083,0.7980203434965221,0.11457368031224291,-1.0206205950596876,0,ES,domicil,Urbanisation
Town,513,0.5454940437635507,0.8368153856263778,1.0178207395829473,0.21554468097272858,-0.3207850798941779,0.6190902029166289,-1.3351035287012691,-0.8730624612427337,-0.2001825598831164,-0.9351279468616931,-0.1966054876604197,0.9273180626046627,0.17128326799839316,-1.1041703606145048,1,ES,domicil,Urbanisation
Village / rural,789,0.5810914512739085,0.8095485969660625,1.0414950463073986,0.34695818932684713,-0.17306419950168994,0.6612025657466275,-1.4375232262503326,-0.9832872798908018,-0.2416226295564584,-1.0130887789224456,-0.22453998573499853,0.9255218216367305,0.2783655185239282,-1.2104052530705671,2,ES,domicil,Urbanisation
Low (<12 yrs),541,0.4039729650451334,0.7790682917104476,1.0741994791037879,0.5654303174170543,0.14170469641770428,0.8542227592040361,-1.365794581103653,-1.0175830256077638,-0.5788467820846248,-1.2449759444006123,-0.47328325381336783,0.9266338854071177,0.5204525910129314,-1.1916888033557087,0,ES,education,Education
Medium (12-15 yrs),530,0.5569620901084615,0.7120650623430278,0.9000774758814944,0.17695272093958705,-0.32929609123243253,0.5954580060827133,-1.2883486243969084,-0.8472556218035219,-0.07643374032565563,-0.7692340349751479,-0.0962352283974473,0.8060712691122611,0.1477048785966226,-1.0679156418470606,1,ES,education,Education
High (16+ yrs),722,0.6866682606544924,0.8625449256757404,1.00644277500568,0.0962485774044288,-0.5167678916419584,0.4403141849655684,-1.4460521002772948,-0.8679364172892778,0.019271802339763798,-0.7171476179784482,-0.0037358516613973506,0.9344938503407101,0.006598290242679571,-1.1569942587832862,2,ES,education,Education
Men,871,0.5683807135293802,0.7248271711092472,0.9332888237717021,0.2150469754385618,-0.1899214750783658,0.5275381731879513,-1.3004598621360914,-0.7870637787434495,-0.1633423914104995,-0.8998857770935309,-0.16494915165821672,0.8290579974404746,0.18422122451604905,-1.0438685028467083,0,ES,gender,Gender
Women,963,0.5527807810735212,0.8416156553184343,1.0510909742381103,0.29633697744428117,-0.32027216762982424,0.6865270253365475,-1.4169074113230435,-1.0012614553290164,-0.21686982456793016,-0.8937340744847468,-0.18594103932638525,0.9463533147782721,0.22086394505033485,-1.20908443332603,1,ES,gender,Gender
Low (0-3),793,0.7054122055161822,0.8621505831871678,1.0326527657831377,-0.08810732958759533,-0.48832363698823017,0.4677474731156085,-1.3956655954872321,-0.8581012588279545,0.027645495190986077,-0.7053299366091773,0.00924258803266368,0.9474016744851527,-0.03622783115340567,-1.1268834271575932,0,ES,religiosity,Religiosity
Medium (4-6),519,0.4796421166245384,0.7412642989117401,0.9777648793088247,0.41876837865238375,-0.09524646435922965,0.7054749786857795,-1.3687367011383427,-0.9577574419129836,-0.2488277963343875,-1.0330750700432536,-0.26742024991770086,0.8595145891102824,0.3429989643263112,-1.1632470715256633,1,ES,religiosity,Religiosity
High (7-10),516,0.40074990746913597,0.6928216535457724,0.9399258187353662,0.6557610104729484,-0.04052970341020355,0.7432736339420668,-1.2900900790420313,-0.8920586470366729,-0.4773924730097848,-1.0687141178717325,-0.3817855611374604,0.8163737361405693,0.4528349803349372,-1.0911371137446606,2,ES,religiosity,Religiosity
15-29,222,0.3777424966180703,0.6391446672360319,0.8713776479228662,-0.5327128854488157,-0.5107294797416975,0.11790085676719135,-1.2536269972637106,-0.3967404341752047,0.5812416701697413,-0.21135632414204916,0.24920928088192087,0.755261157579449,-0.3085138361411073,-0.8251837157194578,0,FI,age,Age group
30-44,329,0.4343910557541213,0.8484355527621561,0.9769222012061469,-0.4798207142272656,-0.27823711434408577,0.32302515379388214,-1.3472097841859179,-0.8272079250857055,0.3419079438031773,-0.41524388351689223,0.12035170534680212,0.9126788769841515,-0.14501089159248973,-1.0872088546358116,1,FI,age,Age group
45-59,334,0.5071507977129338,0.8868037321940689,0.9613396907486262,-0.3322166264509492,-0.048286532623029815,0.4317727466939761,-1.3504507990539247,-1.0288123973982528,0.12918720056258273,-0.6092271851435292,0.009036937710662479,0.9240717114713475,0.017089862539999022,-1.1896315982260888,2,FI,age,Age group
60-74,422,0.5431982507660607,0.9416473084488165,0.9447680974917194,-0.141711046256123,-0.002970942518332285,0.5526170878724742,-1.6069334494912675,-1.105320312972922,0.010680083776212046,-0.6058435097802882,-0.017321725079338494,0.943207702970268,0.134238972465989,-1.3561268812320948,3,FI,age,Age group
75+,214,0.5671381618436391,0.9261956393292229,0.7955444861433919,0.13789080090704342,0.21382612028376077,0.7348150044819168,-1.4786034049682248,-1.1309801989157657,-0.2715118159747358,-0.9426447451763951,-0.21567279976916395,0.8608700627363071,0.36194880249075473,-1.304791801941995,4,FI,age,Age group
City & suburbs,579,0.4945353268855784,0.8610874444753575,0.892723191142293,-0.4840614538872256,-0.2667835772273104,0.3562019700302872,-1.3870594227196336,-0.7614538840244998,0.2929469574849528,-0.4243159101114184,0.12105545808637094,0.8769053178088252,-0.13154768702808292,-1.0742566533720668,0,FI,domicil,Urbanisation
Town,539,0.49605133559360537,0.8839745515795543,0.9334470903826122,-0.3385934949498219,-0.1352184451500214,0.41460927854673846,-1.4269152143733606,-0.9663498112939926,0.2288473993953752,-0.5335170389239949,0.06379389868832856,0.9087108209810832,-0.019734220517701618,-1.1966325128336766,1,FI,domicil,Urbanisation
Village / rural,403,0.43861982277470724,0.7708211958144696,0.9461581689260293,-0.002790542533399168,-0.014122542954856722,0.47450963902274934,-1.4063949375501812,-0.9456934704014158,0.0037575102824427566,-0.6520149802088739,-0.0698792157172413,0.8584896823702495,0.15117732033711193,-1.1760442039757983,2,FI,domicil,Urbanisation
Low (<12 yrs),369,0.45403263862139787,0.7283897689086373,0.8330284567318376,-0.1678958987587632,0.01117246142926021,0.5380802856547799,-1.3775069222430871,-0.9021602523680056,0.1477169220209238,-0.6215905666741017,-0.006613668677260043,0.7807091128202375,0.12576965967488232,-1.1398335873055463,0,FI,education,Education
Medium (12-15 yrs),505,0.4170445223218965,0.8248956198099725,0.9779821958748887,-0.24494998050929329,-0.14378221925287787,0.3884734943057966,-1.4583741241083743,-0.9189114788805718,0.24277537054332832,-0.4963990683921033,0.05447360815770719,0.901438907842431,-8.62351521248524e-05,-1.188642801494473,1,FI,education,Education
High (16+ yrs),643,0.5750071623198914,0.9647090351672526,0.9359074672922407,-0.48455451094303253,-0.3096874880992971,0.3225966273221183,-1.372767052637565,-0.8225563456212692,0.17576113873317753,-0.47182150403260875,0.09298226567348672,0.9503082512297467,-0.1572151239067371,-1.097661699129417,2,FI,education,Education
Men,746,0.48375111272910315,0.7007130819388371,0.8295631902130443,-0.30039234245218266,-0.1307623299480075,0.3350643311540172,-1.2641138077693133,-0.716054880228256,0.13471085153886161,-0.4242168543028201,0.06474836998838158,0.7651381360759406,-0.03265458932431565,-0.9900843439987846,0,FI,gender,Gender
Women,775,0.4764167502308275,0.982586633058265,1.0093848770271543,-0.30540862664083906,-0.17269776742024978,0.4787638417613771,-1.5422828374871282,-1.0435188580472465,0.247451748368029,-0.6198775002610246,0.0346636661126106,0.9959857550427095,0.0002191492334294284,-1.2929008477671873,1,FI,gender,Gender
Low (0-3),623,0.5325864011965501,0.8899352902324349,0.9574158867867256,-0.6435542199133267,-0.2822215535157265,0.3292776498550719,-1.349697116402945,-0.8092790413996229,0.34042891093457933,-0.4134124515097373,0.153200953540464,0.9236755885095803,-0.1986888771356751,-1.079488078901284,0,FI,religiosity,Religiosity
Medium (4-6),414,0.46208653728757415,0.7331015505346512,0.8204118273909468,-0.20984369328923128,-0.11776116953839709,0.42814816452388677,-1.265475782345052,-0.7700853613899256,0.11281345215157404,-0.5530310774528513,0.007289637328765604,0.776756688962799,0.03208441356213567,-1.0177805718674886,1,FI,religiosity,Religiosity
High (7-10),482,0.42273893930402556,0.8796117666881534,0.9606976990040149,0.09340320998520711,-0.0004801708795858971,0.5016986575555072,-1.6086291787868603,-1.0890673080484334,0.05722027641901642,-0.6566317699195029,-0.05889085139882033,0.9201547328460842,0.1982072322203762,-1.3488482434176468,2,FI,religiosity,Religiosity
15-29,323,0.3253983406823958,0.5699815394543296,0.8100911215430884,-0.1204627393560058,-0.6593729365173528,0.21084141235353257,-1.0858689672117618,-0.674343295267351,0.6019410968192797,-0.2708145843609436,0.21884161771357732,0.690036330498709,-0.1896647545066087,-0.8801061312395564,0,FR,age,Age group
30-44,360,0.48148198268960807,0.7475765767469377,0.8199829081927016,0.06900820541473769,-0.42977724573874343,0.4197897147789081,-1.3504789800258914,-1.0053923056352334,0.36990756036980016,-0.5102557737566003,0.11371125643426933,0.7837797424698196,0.019673558151634116,-1.1779356428305623,1,FR,age,Age group
45-59,441,0.3650148901233364,0.9103221418334997,0.9262211120256084,0.10743192548031474,-0.23918082920844522,0.42653767057615943,-1.4317299217583654,-1.0739283582965546,0.283491812150663,-0.7405110091367894,-0.030668102287596668,0.9182716269295541,0.09865908256947521,-1.25282914002746,2,FR,age,Age group
60-74,426,0.39955513386389796,0.8588116073612955,0.8564680411398574,0.23246912441280118,-0.11706500296679234,0.5805021156144741,-1.4554135417456606,-1.1850632248834532,0.19312071570497216,-0.8037475200003648,-0.07035722347716487,0.8576398242505765,0.23196874568682763,-1.320238383314557,3,FR,age,Age group
75+,191,0.37028685845787246,0.8137799099737586,0.7998242531771926,0.4084315077788534,0.19564651100543076,0.722048912801647,-1.2328922018067976,-1.2821304654847765,-0.035760971698121716,-1.1565657877717248,-0.2740133003373247,0.8068020815754757,0.4420423105286437,-1.257511333645787,4,FR,age,Age group
City & suburbs,444,0.3931573978103316,0.7360826903929957,0.8035607050336986,0.03440752736941808,-0.32570435837060363,0.4312444295368796,-1.286237216943221,-0.9786342219924293,0.3909533486105809,-0.5725413737857628,0.07052312421171657,0.769821697713347,0.04664919951189796,-1.1324357194678252,0,FR,domicil,Urbanisation
